Formal Name	District	Chamber	First Name	Surname	Party	DC Office	DC Voice	District Voice	Electronic Correspondence	Web
James E. Clyburn (D-06)	SC06	Representative	James	Clyburn	Democrat	242 Cannon House Office Building	202-225-3315	803-854-4700	https://forms.house.gov/clyburn/zipauth.shtml	http://clyburn.house.gov/
Tom Rice, Jr. (R-07)	SC07	Representative	Tom	Rice	Republican	223 Cannon House Office Building	202-225-9895	843-445-6459	http://tomriceforms.house.gov/contact/	http://rice.house.gov/
Sen. John Thune (R)	SDSR	Senator	John	Thune	Republican	511 Dirksen Senate Office Building	202-224-2321		http://www.thune.senate.gov/public/index.cfm/contact	http://www.thune.senate.gov/public/index.cfm/
Sen. Mike Rounds (R)	SDJR	Senator	Mike	Rounds	Republican	4 Russell Senate Office Building	202-224-5842	N/A	http://www.rounds.senate.gov/content/contact-mike	http://www.rounds.senate.gov/HomePage
Kristi Noem (R-ALL)	SD00	Representative	Kristi	Noem	Republican	2422 Rayburn House Office Building	202-225-2801	605-275-2868	http://noem.house.gov/index.cfm/email-kristi	http://noem.house.gov/
Sen. Lamar Alexander (R)	TNSR	Senator	Lamar	Alexander	Republican	455 Dirksen Senate Office Building	202-224-4944	423-752-5337	http://www.alexander.senate.gov/public/index.cfm?p=Email	http://www.alexander.senate.gov/public/index.cfm
Sen. Bob Corker (R)	TNJR	Senator	Bob	Corker	Republican	425 Dirksen Senate Office Building	202-224-3344	423-753-2263	http://www.corker.senate.gov/public/index.cfm/contactme	http://www.corker.senate.gov/public/
Phil Roe (R-01)	TN01	Representative	Phil	Roe	Republican	407 Cannon House Office Building	202-225-6356	423-254-1400	http://roe.house.gov/contact/	http://roe.house.gov/
John J. Duncan, Jr. (R-02)	TN02	Representative	John	Duncan	Republican	2207 Rayburn House Office Building	202-225-5435	865-523-3772	https://duncan.house.gov/contact-me/email-me	http://duncan.house.gov/
Chuck Fleischmann (R-03)	TN03	Representative	Chuck	Fleischmann	Republican	230 Cannon House Office Building	202-225-3271	423-756-2342	https://fleischmann.house.gov/contact-me/email-me	http://fleischmann.house.gov/
Scott DesJarlais (R-04)	TN04	Representative	Scott	DesJarlais	Republican	413 Cannon House Office Building	202-225-6831	931-962-3180	http://desjarlais.house.gov/contact/	http://desjarlais.house.gov/
Jim Cooper (D-05)	TN05	Representative	Jim	Cooper	Democrat	1536 Longworth House Office Building	202-225-4311	615-736-5295	https://cooper.house.gov/contact/email-me	http://cooper.house.gov/
Diane Black (R-06)	TN06	Representative	Diane	Black	Republican	1131 Longworth House Office Building	202-225-4231	931-854-0069	https://black.house.gov/contact-me/email-me	http://black.house.gov/
Marsha Blackburn (R-07)	TN07	Representative	Marsha	Blackburn	Republican	2266 Rayburn House Office Building	202-225-2811	615-591-5161	https://blackburn.house.gov/contactform/default.aspx	http://blackburn.house.gov/
Stephen Fincher (R-08)	TN08	Representative	Stephen	Fincher	Republican	1118 Longworth House Office Building	202-225-4714	731-423-4848	https://fincher.house.gov/contact/email-me	http://fincher.house.gov/
Steve Cohen (D-09)	TN09	Representative	Steve	Cohen	Democrat	2404 Rayburn House Office Building	202-225-3265	901-544-4131	https://cohen.house.gov/contact-me/email-me	http://cohen.house.gov/
Sen. John Cornyn (R)	TXSR	Senator	John	Cornyn	Republican	517 Hart Senate Office Building	202-224-2934	972-239-1310	http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm	http://www.cornyn.senate.gov/public/index.cfm?p=Home
Sen. Ted Cruz (R)	TXJR	Senator	Ted	Cruz	Republican	185 Dirksen Senate Office Building	202-224-5922	512-916-5834	http://www.cruz.senate.gov/?p=email_senator	http://www.cruz.senate.gov/
Louie Gohmert (R-01)	TX01	Representative	Louie	Gohmert	Republican	2243 Rayburn House Office Building	202-225-3035	903-236-8597	http://gohmert.house.gov/contact/	http://gohmert.house.gov/
Ted Poe (R-02)	TX02	Representative	Ted	Poe	Republican	2412 Rayburn House Office Building	202-225-6565	281-446-0242	https://poe.house.gov/index.cfm/contact-form	http://poe.house.gov/
Sam Johnson (R-03)	TX03	Representative	Sam	Johnson	Republican	1211 Longworth House Office Building	202-225-4201	469-304-0382	http://samjohnson.house.gov/contact/	http://samjohnson.house.gov/
John Ratcliffe (R-04)	TX04	Representative	John	Ratcliffe	Republican	325 Cannon House Office Building	202-225-6673	903-628-8309	http://ratcliffe.house.gov/contact/email	http://ratcliffe.house.gov/
Jeb Hensarling (R-05)	TX05	Representative	Jeb	Hensarling	Republican	2228 Rayburn House Office Building	202-225-3484	214-349-9996	http://hensarling.house.gov/contact	http://hensarling.house.gov/
Joe Barton (R-06)	TX06	Representative	Joe	Barton	Republican	2107 Rayburn House Office Building	202-225-2002	817-543-1000	https://joebarton.house.gov/contact1	http://joebarton.house.gov/
John Culberson (R-07)	TX07	Representative	John	Culberson	Republican	2372 Rayburn House Office Building	202-225-2571	713-682-8828	http://culberson.house.gov/contact/zipauth.htm	http://culberson.house.gov/
Kevin Brady (R-08)	TX08	Representative	Kevin	Brady	Republican	301 Cannon House Office Building	202-225-4901	936-439-9532	https://kevinbrady.house.gov/contact-form	http://kevinbrady.house.gov/
Al Green (D-09)	TX09	Representative	Al	Green	Democrat	2201 Rayburn House Office Building	202-225-7508	713-383-9234	https://algreen.house.gov/contact-me/email-me	http://algreen.house.gov/
Michael McCaul (R-10)	TX10	Representative	Michael	McCaul	Republican	131 Cannon House Office Building	202-225-2401	281-255-8372	https://mccaul.house.gov/contact/email-me	http://mccaul.house.gov/
Mike Conaway (R-11)	TX11	Representative	Mike	Conaway	Republican	2430 Rayburn House Office Building	202-225-3605	432-687-2390	http://conaway.house.gov/contact/	http://conaway.house.gov/
Kay Granger (R-12)	TX12	Representative	Kay	Granger	Republican	1026 Longworth House Office Building	202-225-5071	817-338-0909	http://kaygranger.house.gov/contact-kay/email-me	http://kaygranger.house.gov/
Mac Thornberry (R-13)	TX13	Representative	Mac	Thornberry	Republican	2208 Rayburn House Office Building	202-225-3706	806-371-8844	http://thornberry.house.gov/contact/	http://thornberry.house.gov/
Randy Weber (R-14)	TX14	Representative	Randy	Weber	Republican	510 Cannon House Office Building	202-225-2831	409-835-0108	https://weber.house.gov/contact/email-me	http://weber.house.gov/
Ruben Hinojosa (D-15)	TX15	Representative	Ruben	Hinojosa	Democrat	2262 Rayburn House Office Building	202-225-2531	956-682-5545	https://hinojosa.house.gov/contact-me/email-me	http://hinojosa.house.gov/
Beto O'Rourke (D-16)	TX16	Representative	Beto	O'Rourke	Democrat	1330 Longworth House Office Building	202-225-4831	N/A	https://orourke.house.gov/contact/email-me	http://orourke.house.gov/
Bill Flores (R-17)	TX17	Representative	Bill	Flores	Republican	1030 Longworth House Office Building	202-225-6105	979-703-4037	http://flores.house.gov/contact/default.aspx	http://flores.house.gov/
Sheila Jackson Lee (D-18)	TX18	Representative	Sheila	Jackson Lee	Democrat	2160 Rayburn House Office Building	202-225-3816	713-655-0050	https://jacksonlee.house.gov/contact/email-me	http://jacksonlee.house.gov/
Randy Neugebauer (R-19)	TX19	Representative	Randy	Neugebauer	Republican	1424 Longworth House Office Building	202-225-4005	432-264-0722	https://randy.house.gov/contact-me/email-me	http://randy.house.gov/
Joaquin Castro (D-20)	TX20	Representative	Joaquin	Castro	Democrat	212 Cannon House Office Building	202-225-3236	210-348-8216	https://castro.house.gov/contact/email-me	http://castro.house.gov/
Lamar Smith (R-21)	TX21	Representative	Lamar	Smith	Republican	2409 Rayburn House Office Building	202-225-4236	210-821-5024	http://lamarsmith.house.gov/contact/email-lamar	http://lamarsmith.house.gov/
Pete Olson (R-22)	TX22	Representative	Pete	Olson	Republican	2133 Rayburn House Office Building	202-225-5951	281-494-2690	https://olsonforms.house.gov/index.cfm?sectionid=162	http://olson.house.gov/index.html
Will Hurd (R-23)	TX23	Representative	Will	Hurd	Republican	431 Cannon House Office Building	202-225-4511	210-921-3130	https://hurd.house.gov/contact/email	https://hurd.house.gov/
Kenny Marchant (R-24)	TX24	Representative	Kenny	Marchant	Republican	1110 Longworth House Office Building	202-225-6605	972-556-0162	http://marchant.house.gov/contact/	http://marchant.house.gov/
Roger Williams (R-25)	TX25	Representative	Roger	Williams	Republican	1122 Longworth House Office Building	202-225-9896	512-473-8910	https://williams.house.gov/contact/email-me	http://williams.house.gov/
Michael C. Burgess (R-26)	TX26	Representative	Michael	Burgess	Republican	2336 Rayburn House Office Building	202-225-7772	940-497-5031	http://burgess.house.gov/contact/356345.htm	http://burgess.house.gov/
Blake Farenthold (R-27)	TX27	Representative	Blake	Farenthold	Republican	117 Cannon House Office Building	202-225-7742	361-894-6446	http://farenthold.house.gov/contact/email.htm	http://farenthold.house.gov
Henry Cuellar (D-28)	TX28	Representative	Henry	Cuellar	Democrat	2431 Rayburn House Office Building	202-225-1640	956-487-5603	http://cuellar.house.gov/contact/sendmeanemail.htm	http://cuellar.house.gov/
Gene Green (D-29)	TX29	Representative	Gene	Green	Democrat	2470 Rayburn House Office Building	202-225-1688	713-330-0761	https://green.house.gov/contact-me/email-me	http://green.house.gov/
Eddie Bernice Johnson (D-30)	TX30	Representative	Eddie	Johnson	Democrat	2468 Rayburn House Office Building	202-225-8885	214-922-8885	https://ebjohnson.house.gov/contact/email-me	http://ebjohnson.house.gov/
John R. Carter (R-31)	TX31	Representative	John	Carter	Republican	2110 Rayburn House Office Building	202-225-3864	512-246-1600	https://carter.house.gov/email-john2	http://carter.house.gov/index.html
Pete Sessions (R-32)	TX32	Representative	Pete	Sessions	Republican	2233 Rayburn House Office Building	202-225-2231	972-392-0505	https://sessions.house.gov/index.cfm/contact-form	http://sessions.house.gov/
Marc Veasey (D-33)	TX33	Representative	Marc	Veasey	Democrat	414 Cannon House Office Building	202-225-9897	214-741-1387	https://veasey.house.gov/contact/email-me	http://veasey.house.gov/
Filemon Vela, Jr. (D-34)	TX34	Representative	Filemon	Vela	Democrat	437 Cannon House Office Building	202-225-9901	956-544-8352	https://forms.house.gov/vela/webforms/email-me.shtml	http://vela.house.gov/
Lloyd Doggett (D-35)	TX35	Representative	Lloyd	Doggett	Democrat	201 Cannon House Office Building	202-225-4865	512-916-5921	http://forms.house.gov/doggett/webforms/issue_subscribe.htm	http://doggett.house.gov/
Brian Babin (R-36)	TX36	Representative	Brian	Babin	Republican	316 Cannon House Office Building	202-225-1555	409-883-8075	https://babin.house.gov/contact/email	https://babin.house.gov/
Sen. Orrin G. Hatch (R)	UTSR	Senator	Orrin	Hatch	Republican	104 Hart Senate Office Building	202-224-5251	801-625-5672	http://www.hatch.senate.gov/public/index.cfm/email-orrin	http://www.hatch.senate.gov/public/index.cfm/
Sen. Mike Lee (R)	UTJR	Senator	Mike	Lee	Republican	316 Hart Senate Office Building	202-224-5444	801-524-5933	http://www.lee.senate.gov/public/index.cfm/contact-senator-lee?p=contact	http://www.lee.senate.gov/public/
Rob Bishop (R-01)	UT01	Representative	Rob	Bishop	Republican	123 Cannon House Office Building	202-225-0453	801-625-0107	http://robbishop.house.gov/contact/zipauth.htm	http://robbishop.house.gov/
Chris Stewart (R-02)	UT02	Representative	Chris	Stewart	Republican	323 Cannon House Office Building	202-225-9730	801-364-5550	https://stewart.house.gov/contact/email-me	http://stewart.house.gov/
Jason Chaffetz (R-03)	UT03	Representative	Jason	Chaffetz	Republican	2236 Rayburn House Office Building	202-225-7751	801-851-2500	https://chaffetz.house.gov/contact-me/email-me	http://chaffetz.house.gov/
Mia Love (R-04)	UT04	Representative	Mia	Love	Republican	2211 Rayburn House Office Building	202-225-3011	801-486-1236	https://love.house.gov/contact/email	https://love.house.gov/
Sen. Mark R. Warner (D)	VASR	Senator	Mark	Warner	Democrat	475 Russell Senate Office Building	202-224-2023	703-442-0670	http://www.warner.senate.gov/public//index.cfm?p=ContactPage	http://www.warner.senate.gov/public/
Sen. Tim M. Kaine (D)	VAJR	Senator	Tim	Kaine	Democrat	388 Russell Senate Office Building	202-224-4024	804-771-2221	http://www.kaine.senate.gov/contact	http://www.kaine.senate.gov/
Rob Wittman (R-01)	VA01	Representative	Rob	Wittman	Republican	2454 Rayburn House Office Building	202-225-4261	757-874-6687	http://robwittmanforms.house.gov/contact/	http://www.wittman.house.gov/
Scott Rigell (R-02)	VA02	Representative	Scott	Rigell	Republican	418 Cannon House Office Building	202-225-4215	757-687-8290	http://rigell.house.gov/contact/	http://rigell.house.gov/
Bobby Scott (D-03)	VA03	Representative	Bobby	Scott	Democrat	1201 Longworth House Office Building	202-225-8351	757-380-1000	https://bobbyscott.house.gov/contact/email-me	http://bobbyscott.house.gov
J. Randy Forbes (R-04)	VA04	Representative	J.	Forbes	Republican	2135 Rayburn House Office Building	202-225-6365	757-382-0080	http://forbes.house.gov/contact/zipauth.htm	http://forbes.house.gov/
Robert Hurt (R-05)	VA05	Representative	Robert	Hurt	Republican	125 Cannon House Office Building	202-225-4711	434-791-2596	https://hurt.house.gov/index.cfm/email-me	http://hurt.house.gov/
Bob Goodlatte (R-06)	VA06	Representative	Bob	Goodlatte	Republican	2309 Rayburn House Office Building	202-225-5431	540-885-3861	http://goodlatte.house.gov/contacts/new	http://goodlatte.house.gov/
David Brat (R-07)	VA07	Representative	David	Brat	Republican	330 Cannon House Office Building	202-225-2815	804-747-4073	https://brat.house.gov/contact/email-me	http://brat.house.gov/
Don Beyer (D-08)	VA08	Representative	Don	Beyer	Democrat	431 Cannon House Office Building	202-225-4376	703-971-4700	https://beyer.house.gov/contact/email	https://beyer.house.gov/
Morgan Griffith (R-09)	VA09	Representative	Morgan	Griffith	Republican	1108 Longworth House Office Building	202-225-3861	276-525-1405	https://morgangriffith.house.gov/contact/contactform.htm	http://morgangriffith.house.gov/
Barbara Comstock (R-10)	VA10	Representative	Barbara	Comstock	Republican	226 Cannon House Office Building	202-225-5136	703-404-6903	http://comstock.house.gov/contact/email	http://comstock.house.gov/
Gerald E. (Gerry) Connolly (D-11)	VA11	Representative	Gerald	Connolly	Democrat	2238 Rayburn House Office Building	202-225-1492	703-670-4989	https://connollyforms.house.gov/index.cfm?sectionid=132&sectiontree=3132	http://gerryconnolly.house.gov/index.html
Del. Stacey Plaskett (D)	VI00	Delegate	Stacey	Plaskett	Democrat	509 Cannon House Office Building	202-225-1790	340-778-5900	https://plaskett.house.gov/contact/email	https://plaskett.house.gov/
Sen. Patrick Leahy (D)	VTSR	Senator	Patrick	Leahy	Democrat	437 Russell Senate Office Building	202-224-4242	800-642-3193	https://www.leahy.senate.gov/contact	http://www.leahy.senate.gov/
Sen. Bernie Sanders (I)	VTJR	Senator	Bernie	Sanders	Independent	332 Dirksen Senate Office Building	202-224-5141	802-254-8732	http://www.sanders.senate.gov/contact	http://www.sanders.senate.gov/
Peter Welch (D-ALL)	VT00	Representative	Peter	Welch	Democrat	2303 Rayburn House Office Building	202-225-4115	802-652-2450	https://welch.house.gov/email-me	http://www.welch.house.gov/
Sen. Patty Murray (D)	WASR	Senator	Patty	Murray	Democrat	154 Russell Senate Office Building	202-224-2621	360-696-7797	http://www.murray.senate.gov/public/index.cfm/contactme	http://www.murray.senate.gov/public/
Sen. Maria Cantwell (D)	WAJR	Senator	Maria	Cantwell	Democrat	311 Hart Senate Office Building	202-224-3441	206-220-6400	http://www.cantwell.senate.gov/public/index.cfm/email-maria	http://www.cantwell.senate.gov/public/
Suzan K. DelBene (D-01)	WA01	Representative	Suzan	DelBene	Democrat	318 Cannon House Office Building	202-225-6311	425-485-0085	http://delbene.house.gov/contact-me/email-me	http://delbene.house.gov/
Rick Larsen (D-02)	WA02	Representative	Rick	Larsen	Democrat	2113 Rayburn House Office Building	202-225-2605	360-733-4500	https://larsen.house.gov/contact-rick/email-rick	http://larsen.house.gov/
Jaime Herrera Beutler (R-03)	WA03	Representative	Jaime	Herrera Beutler	Republican	1130 Longworth House Office Building	202-225-3536	360-695-6292	http://herrerabeutler.house.gov/contact/	http://herrerabeutler.house.gov/
Dan Newhouse (R-04)	WA04	Representative	Dan	Newhouse	Republican	1641 Longworth House Office Building	202-225-5816	509-452-3243	https://newhouse.house.gov/contact/email	https://newhouse.house.gov/
Cathy McMorris Rodgers (R-05)	WA05	Representative	Cathy	McMorris Rodgers	Republican	203 Cannon House Office Building	202-225-2006	509-684-3481	https://mcmorrisforms.house.gov/index.cfm?sectionid=435&sectiontree=4435	http://mcmorris.house.gov
Derek Kilmer (D-06)	WA06	Representative	Derek	Kilmer	Democrat	1429 Longworth House Office Building	202-225-5916	253-272-3515	https://kilmer.house.gov/contact/email-me	http://kilmer.house.gov/
Jim McDermott (D-07)	WA07	Representative	Jim	McDermott	Democrat	1035 Longworth House Office Building	202-225-3106	206-553-7170	https://forms.house.gov/mcdermott/webforms/new/contact.shtml	http://mcdermott.house.gov/
Dave Reichert (R-08)	WA08	Representative	Dave	Reichert	Republican	1127 Longworth House Office Building	202-225-7761	425-677-7414	https://reichert.house.gov/contact-me	http://reichert.house.gov/
Adam Smith (D-09)	WA09	Representative	Adam	Smith	Democrat	2264 Rayburn House Office Building	202-225-8901	425-793-5180	http://adamsmith.house.gov/contact/	http://adamsmith.house.gov/
Denny Heck (D-10)	WA10	Representative	Denny	Heck	Democrat	425 Cannon House Office Building	202-225-9740	360-459-8514	https://dennyheck.house.gov/contact/email-me	http://dennyheck.house.gov/
Sen. Ron Johnson (R)	WISR	Senator	Ron	Johnson	Republican	328 Hart Senate Office Building	202-224-5323	920-230-7250	http://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator	http://www.ronjohnson.senate.gov/public/
Sen. Tammy Baldwin (D)	WIJR	Senator	Tammy	Baldwin	Democrat	717 Hart Senate Office Building	202-224-5653	414-297-4451	http://www.baldwin.senate.gov/contact	http://www.baldwin.senate.gov/
Paul Ryan (R-01)	WI01	Representative	Paul	Ryan	Republican	1233 Longworth House Office Building	202-225-3031	608-752-4050	https://paulryan.house.gov/contact/email.htm	http://paulryan.house.gov/
Mark Pocan (D-02)	WI02	Representative	Mark	Pocan	Democrat	313 Cannon House Office Building	202-225-2906	608-258-9800	https://pocan.house.gov/contact/email-me	http://pocan.house.gov/
Ron Kind (D-03)	WI03	Representative	Ron	Kind	Democrat	1502 Longworth House Office Building	202-225-5506	608-782-2558	https://kindforms.house.gov/email-ron	http://www.kind.house.gov/index.html
Gwen Moore (D-04)	WI04	Representative	Gwen	Moore	Democrat	2245 Rayburn House Office Building	202-225-4572	414-297-1140	https://gwenmoore.house.gov/contact-form	http://gwenmoore.house.gov/
F. James (Jim) Sensenbrenner, Jr. (R-05)	WI05	Representative	F.	Sensenbrenner	Republican	2449 Rayburn House Office Building	202-225-5101	262-784-1111	http://sensenbrenner.house.gov/contact/email.htm	http://sensenbrenner.house.gov/
Glenn Grothman (R-06)	WI06	Representative	Glenn	Grothman	Republican	2462 Rayburn House Office Building	202-225-2476	N/A	https://grothman.house.gov/contact/email	https://grothman.house.gov/
Sean Duffy (R-07)	WI07	Representative	Sean	Duffy	Republican	1208 Longworth House Office Building	202-225-3365	715-298-9344	http://duffy.house.gov/contact	http://duffy.house.gov/
Reid Ribble (R-08)	WI08	Representative	Reid	Ribble	Republican	1513 Longworth House Office Building	202-225-5665	920-380-0061	https://ribble.house.gov/contact-me/email-me	http://ribble.house.gov/
Sen. Joe Manchin (D)	WVSR	Senator	Joe	Manchin	Democrat	306 Hart Senate Office Building	202-224-3954		http://www.manchin.senate.gov/public/index.cfm/contact-form	http://www.manchin.senate.gov/public/index.cfm/
Sen. Shelley Moore Capito (R)	WVJR	Senator	Shelley	Capito	Republican	SR-C5 Russell Senate Office Building	202-224-6472	304-925-5964	http://www.capito.senate.gov/content/contact-shelley	http://www.capito.senate.gov/HomePage
David McKinley (R-01)	WV01	Representative	David	McKinley	Republican	412 Cannon House Office Building	202-225-4172	304-232-3801	https://mckinleyforms.house.gov/email-me	http://mckinley.house.gov/
Alex Mooney (R-02)	WV02	Representative	Alex	Mooney	Republican	2366 Rayburn House Office Building	202-225-2711	N/A	http://mooney.house.gov/contact/email	http://mooney.house.gov/
Evan Jenkins (R-03)	WV03	Representative	Evan	Jenkins	Republican	2307 Rayburn House Office Building	202-225-3452	304-752-4934	https://evanjenkins.house.gov/contact/email	https://evanjenkins.house.gov/
Sen. Mike Enzi (R)	WYSR	Senator	Mike	Enzi	Republican	379A Russell Senate Office Building	202-224-3424	307-772-2477	http://www.enzi.senate.gov/public/index.cfm/e-mail-senator-enzi	http://www.enzi.senate.gov/public/
Sen. John Barrasso (R)	WYJR	Senator	John	Barrasso	Republican	307 Dirksen Senate Office Building	202-224-6441	307-672-6456	http://www.barrasso.senate.gov/public/index.cfm/contact-form	http://www.barrasso.senate.gov/public/
Cynthia Lummis (R-ALL)	WY00	Representative	Cynthia	Lummis	Republican	113 Cannon House Office Building	202-225-2311	307-261-6595	http://lummis.house.gov/contact/	http://lummis.house.gov/
